id,home_team,away_team,temperature,humidity,attendance,match_datetime,section_encoded,venue_capacity,venue_encoded,round_encoded,weather_encoded,num_broadcasters
13406,C大阪,鹿島,29.4,63,28039,2011-07-31 18:04:00,19,47853,16,2,12,3
13407,仙台,柏,21.4,76,15315,2011-07-31 19:04:00,19,19526,42,2,1,4
13408,福岡,名古屋,27.9,74,19421,2011-07-31 19:04:00,19,21562,46,2,0,3
13409,鹿島,山形,27.5,83,13139,2011-08-06 18:34:00,20,38620,12,1,1,3
13410,甲府,広島,28.7,69,11193,2011-08-06 18:35:00,20,17000,45,1,1,3
13411,浦和,神戸,27.8,76,32231,2011-08-06 19:04:00,20,62010,5,1,1,5+
13412,柏,横浜FM,28.7,81,11051,2011-08-06 19:04:00,20,15349,27,1,1,3
13413,川崎F,C大阪,29.1,71,15781,2011-08-06 19:04:00,20,26232,6,1,1,4
13414,新潟,清水,29.0,68,37830,2011-08-06 19:03:00,20,41684,28,1,0,3
13415,G大阪,福岡,30.0,59,13389,2011-08-07 18:03:00,20,21000,0,2,0,3
13416,大宮,仙台,25.8,80,9979,2011-08-07 19:03:00,20,15491,34,2,2,4
13417,名古屋,磐田,30.4,58,14230,2011-08-07 19:03:00,20,20223,4,2,0,3
13418,清水,大宮,27.3,87,16768,2011-08-13 18:34:00,21,20248,39,1,1,3
13419,仙台,鹿島,27.2,82,19224,2011-08-13 19:04:00,21,19526,42,1,0,5+
13420,山形,甲府,26.9,79,7940,2011-08-13 19:04:00,21,20638,40,1,0,3
13421,C大阪,G大阪,30.8,65,37172,2011-08-13 19:04:00,21,47853,16,1,0,4
13422,神戸,横浜FM,28.8,79,13930,2011-08-13 19:04:00,21,28425,29,1,0,4
13423,広島,名古屋,30.4,73,7099,2011-08-13 19:03:00,21,13800,47,1,0,3
13424,新潟,浦和,29.6,69,37375,2011-08-14 18:03:00,21,41684,28,2,0,3
13425,磐田,柏,27.6,84,12472,2011-08-14 19:03:00,21,15165,17,2,0,4
13426,福岡,川崎F,26.0,79,9581,2011-08-14 19:03:00,21,21562,46,2,1,3
13427,甲府,浦和,24.8,64,21589,2011-08-20 18:04:00,22,54224,23,1,1,3
13428,G大阪,川崎F,23.9,93,12119,2011-08-20 18:03:00,22,21000,0,1,2,3
13429,鹿島,広島,23.7,83,16237,2011-08-20 18:33:00,22,38620,12,1,1,3
13430,清水,C大阪,24.3,70,12823,2011-08-20 18:34:00,22,20248,39,1,1,3
13431,大宮,山形,23.9,81,7730,2011-08-20 19:00:00,22,15491,34,1,2,3
13432,柏,福岡,23.4,85,8470,2011-08-20 19:00:00,22,15349,27,1,4,3
13433,横浜FM,磐田,23.3,82,24518,2011-08-20 19:04:00,22,71624,8,1,4,4
13434,名古屋,仙台,23.4,92,13365,2011-08-20 19:04:00,22,20223,4,1,2,5+
13435,神戸,新潟,26.4,64,11340,2011-08-20 19:04:00,22,28425,29,1,3,3
13436,山形,清水,25.1,80,6942,2011-08-24 19:04:00,23,20638,40,1,1,3
13437,浦和,広島,27.6,75,27947,2011-08-24 19:04:00,23,62010,5,1,1,5+
13438,川崎F,名古屋,26.9,82,19754,2011-08-24 19:03:00,23,26232,6,1,4,3
13439,甲府,鹿島,26.9,70,11959,2011-08-24 19:04:00,23,17000,45,1,4,3
13440,新潟,大宮,26.5,68,18175,2011-08-24 19:03:00,23,41684,28,1,1,4
13441,磐田,仙台,25.6,89,8693,2011-08-24 19:03:00,23,15165,17,1,4,3
13442,G大阪,柏,29.4,71,12635,2011-08-24 19:04:00,23,21000,0,1,1,4
13443,福岡,神戸,25.6,91,6119,2011-08-24 19:03:00,23,21562,46,1,1,3
13444,横浜FM,C大阪,26.3,88,10480,2011-08-24 19:33:00,23,15442,36,1,4,3
13445,仙台,山形,23.3,77,19087,2011-08-27 19:03:00,24,19526,42,1,0,3
13446,大宮,磐田,24.5,75,10013,2011-08-27 19:03:00,24,15491,34,1,1,4
13447,清水,横浜FM,26.4,76,17162,2011-08-27 19:04:00,24,20248,39,1,0,5+
13448,広島,新潟,26.2,86,14852,2011-08-27 19:04:00,24,36894,7,1,4,3
13449,柏,川崎F,25.3,82,10703,2011-08-28 18:03:00,24,15349,27,2,0,4
13450,C大阪,浦和,28.9,62,26248,2011-08-28 18:04:00,24,47853,16,2,0,3
13451,神戸,G大阪,28.8,72,17177,2011-08-28 18:04:00,24,28425,29,2,0,5+
13452,鹿島,福岡,23.8,88,13434,2011-08-28 18:34:00,24,38620,12,2,0,3
13453,名古屋,甲府,26.9,72,19061,2011-08-28 19:03:00,24,43739,18,2,1,3
13454,柏,名古屋,27.3,83,10914,2011-09-10 19:04:00,25,15349,27,1,0,3
13455,新潟,鹿島,23.7,73,25819,2011-09-10 19:03:00,25,41684,28,1,1,4
13456,磐田,清水,25.6,87,30516,2011-09-10 19:03:00,25,50889,31,1,0,3
13457,G大阪,大宮,28.3,76,15106,2011-09-10 19:04:00,25,21000,0,1,0,4
13458,C大阪,広島,28.1,81,20160,2011-09-10 18:04:00,25,47853,16,1,0,4
13459,福岡,横浜FM,28.3,81,15818,2011-09-10 18:03:00,25,21562,46,1,1,3
13460,浦和,山形,27.9,71,27709,2011-09-11 18:03:00,25,62010,5,2,0,4
13461,川崎F,神戸,28.4,61,14918,2011-09-11 19:04:00,25,26232,6,2,1,3
13462,甲府,仙台,27.0,65,11176,2011-09-11 18:04:00,25,17000,45,2,5,4
13463,仙台,新潟,26.4,82,16046,2011-09-17 19:04:00,26,19526,42,1,1,4
13464,山形,川崎F,25.5,87,10333,2011-09-17 19:04:00,26,20638,40,1,1,4
13465,甲府,福岡,24.6,85,9100,2011-09-17 18:33:00,26,17000,45,1,1,3
13466,清水,浦和,28.3,79,21524,2011-09-17 14:04:00,26,50889,31,1,1,4
13467,神戸,柏,25.9,81,14253,2011-09-17 19:04:00,26,35910,32,1,1,4
13468,広島,磐田,24.6,93,11894,2011-09-17 19:04:00,26,36894,7,1,6,4
13469,鹿島,名古屋,27.6,81,22258,2011-09-18 18:34:00,26,38620,12,2,0,3
13470,大宮,C大阪,27.4,73,9781,2011-09-18 19:03:00,26,15392,22,2,0,3
13471,横浜FM,G大阪,28.9,67,37725,2011-09-18 18:03:00,26,71624,8,2,0,3
13472,名古屋,神戸,25.6,26,15987,2011-09-23 14:03:00,27,20223,4,1,0,4
13473,C大阪,山形,21.4,42,10609,2011-09-23 18:04:00,27,24481,44,1,0,4
13474,鹿島,浦和,20.9,54,25061,2011-09-24 16:04:00,27,38620,12,2,0,3
13475,川崎F,清水,20.6,53,20973,2011-09-24 19:03:00,27,26232,6,2,1,3
13476,横浜FM,仙台,24.5,31,23204,2011-09-24 15:04:00,27,71624,8,2,0,4
13477,磐田,新潟,20.6,70,9251,2011-09-24 19:03:00,27,15165,17,2,0,4
13478,G大阪,甲府,20.1,53,19882,2011-09-24 18:03:00,27,21000,0,2,0,3
13479,柏,大宮,23.1,46,10875,2011-09-25 15:04:00,27,15349,27,3,15,4
13480,福岡,広島,24.5,52,12540,2011-09-25 16:03:00,27,21562,46,3,10,3
13481,山形,磐田,17.1,51,7475,2011-10-01 13:04:00,28,20638,40,1,1,3
13482,大宮,福岡,22.2,53,7214,2011-10-01 16:03:00,28,15491,34,1,1,3
13483,甲府,川崎F,23.2,38,11377,2011-10-01 13:04:00,28,17000,45,1,5,4
13484,新潟,横浜FM,17.8,43,24439,2011-10-01 15:03:00,28,41684,28,1,1,3
13485,広島,神戸,22.9,48,12706,2011-10-01 13:33:00,28,36894,7,1,0,4
13486,仙台,C大阪,16.9,54,16407,2011-10-02 15:04:00,28,19526,42,2,1,4
13487,鹿島,柏,19.9,50,21466,2011-10-02 14:04:00,28,38620,12,2,9,3
13488,清水,名古屋,22.6,41,20181,2011-10-02 15:04:00,28,20248,39,2,1,5+
13489,G大阪,浦和,18.6,53,20053,2011-10-02 17:04:00,28,21000,0,2,1,3
13490,浦和,大宮,21.3,84,34654,2011-10-15 16:03:00,29,62010,5,1,11,3
13491,横浜FM,広島,25.4,77,20174,2011-10-15 15:04:00,29,71624,8,1,7,5+
13492,磐田,鹿島,23.4,92,8313,2011-10-15 14:03:00,29,15165,17,1,2,4
13493,名古屋,G大阪,21.2,90,17481,2011-10-15 16:04:00,29,20223,4,1,13,3
13494,C大阪,甲府,23.3,76,7501,2011-10-15 13:04:00,29,24481,44,1,2,4
13495,神戸,清水,24.0,76,12706,2011-10-15 16:04:00,29,28425,29,1,3,3
13496,福岡,仙台,21.2,65,7191,2011-10-15 16:03:00,29,21562,46,1,1,5+
13497,柏,山形,27.5,47,10361,2011-10-16 14:04:00,29,15349,27,2,0,3
13498,川崎F,新潟,27.6,29,16903,2011-10-16 15:04:00,29,26232,6,2,0,4
13499,仙台,川崎F,20.1,87,15224,2011-10-22 14:03:00,30,19526,42,1,2,4
13501,広島,柏,24.1,67,14450,2011-10-22 14:04:00,30,36894,7,1,7,5+
13502,山形,G大阪,20.5,83,13573,2011-10-22 14:04:00,30,20638,40,1,1,4
13503,鹿島,神戸,23.0,86,13248,2011-10-22 17:04:00,30,38620,12,1,0,3
13504,大宮,名古屋,20.4,84,9200,2011-10-22 14:03:00,30,15491,34,1,1,4
13505,新潟,福岡,19.7,72,27107,2011-10-23 14:03:00,30,41684,28,2,2,4
13506,清水,甲府,23.1,82,19832,2011-10-23 13:05:00,30,20248,39,2,7,5+
13507,磐田,C大阪,23.6,77,9513,2011-10-23 14:03:00,30,15165,17,2,0,4
13508,仙台,広島,15.3,66,17215,2011-11-03 17:03:00,31,19526,42,1,0,3
13509,浦和,磐田,18.3,63,34263,2011-11-03 17:03:00,31,62010,5,1,1,4
13510,柏,新潟,21.1,56,10623,2011-11-03 14:03:00,31,15349,27,1,1,3
13511,甲府,横浜FM,17.7,57,15315,2011-11-03 14:04:00,31,17000,45,1,1,5+
13512,名古屋,C大阪,21.9,61,23677,2011-11-03 14:03:00,31,43739,18,1,1,3
13513,G大阪,鹿島,24.2,51,20991,2011-11-03 14:04:00,31,21000,0,1,1,5+
13514,福岡,清水,21.9,75,12632,2011-11-03 17:03:00,31,21562,46,1,0,3
13515,川崎F,大宮,22.1,53,17556,2011-11-03 14:04:00,31,26232,6,1,1,4
13516,神戸,山形,21.0,61,11420,2011-11-03 17:04:00,31,28425,29,1,1,4
13517,山形,福岡,11.3,87,5053,2011-11-19 17:04:00,32,20638,40,1,1,3
13518,浦和,仙台,12.8,92,30891,2011-11-19 14:03:00,32,62010,5,1,2,4
13519,大宮,鹿島,13.7,84,9537,2011-11-19 17:03:00,32,15491,34,1,2,3
13520,横浜FM,名古屋,19.4,94,23023,2011-11-19 14:04:00,32,71624,8,1,2,5+
13521,新潟,G大阪,17.3,73,22990,2011-11-19 14:04:00,32,41684,28,1,2,4
13522,磐田,甲府,21.6,93,7244,2011-11-19 14:04:00,32,15165,17,1,2,3
13523,広島,川崎F,19.5,88,12041,2011-11-19 14:04:00,32,36894,7,1,1,5+
13524,清水,柏,25.6,25,19584,2011-11-20 13:05:00,32,20248,39,2,0,5+
13525,C大阪,神戸,15.3,32,16030,2011-11-20 16:04:00,32,24481,44,2,0,3
13526,鹿島,清水,12.3,48,21542,2011-11-26 14:04:00,33,38620,12,1,10,5+
13527,柏,C大阪,13.3,35,11107,2011-11-26 14:04:00,33,15349,27,1,10,4
13528,川崎F,横浜FM,13.1,30,19972,2011-11-26 14:03:00,33,26232,6,1,1,3
13529,名古屋,山形,13.4,35,26481,2011-11-26 14:02:00,33,43739,18,1,0,5+
13530,G大阪,仙台,13.6,41,18001,2011-11-26 14:04:00,33,21000,0,1,0,5+
13531,広島,大宮,7.9,68,16779,2011-11-26 17:34:00,33,36894,7,1,0,3
13532,福岡,浦和,10.7,65,17177,2011-11-26 17:33:00,33,21562,46,1,0,3
13533,甲府,新潟,12.9,36,13361,2011-11-27 13:03:00,33,17000,45,2,0,5+
13534,神戸,磐田,14.8,54,17187,2011-11-27 13:04:00,33,28425,29,2,0,4
13535,仙台,神戸,11.6,78,18575,2011-12-03 15:36:00,34,19526,42,1,2,5+
13536,山形,広島,9.6,87,7016,2011-12-03 15:34:00,34,20638,40,1,1,5+
13537,浦和,柏,13.6,86,54441,2011-12-03 15:35:00,34,62010,5,1,0,5+
13538,大宮,甲府,14.3,82,10628,2011-12-03 15:33:00,34,15491,34,1,1,4
13539,横浜FM,鹿島,14.6,76,26973,2011-12-03 15:33:00,34,71624,8,1,9,4
13540,新潟,名古屋,16.4,60,26300,2011-12-03 15:31:00,34,41684,28,1,1,5+
13541,清水,G大阪,16.1,91,18670,2011-12-03 15:33:00,34,20248,39,1,1,5+
13542,磐田,川崎F,17.6,83,12349,2011-12-03 15:34:00,34,15165,17,1,11,3
13543,C大阪,福岡,16.3,74,11009,2011-12-03 15:34:00,34,24481,44,1,8,3
13994,仙台,鹿島,3.8,66,18250,2012-03-10 14:04:00,1,19526,42,1,2,4
13995,名古屋,清水,12.4,43,24316,2012-03-10 14:04:00,1,43739,18,1,3,4
13996,G大阪,神戸,11.3,41,17066,2012-03-10 14:04:00,1,21000,0,1,14,4
13998,札幌,磐田,22.5,32,25353,2012-03-10 14:04:00,1,38794,35,1,3,4
13999,鳥栖,C大阪,14.5,33,11283,2012-03-10 14:05:00,1,24130,48,1,0,4
14000,川崎F,新潟,7.1,65,18920,2012-03-10 17:05:00,1,26232,6,1,1,3
14001,大宮,FC東京,9.2,57,11437,2012-03-10 19:04:00,1,15491,34,1,1,4
14002,柏,横浜FM,12.1,46,13082,2012-03-11 14:04:00,1,15349,27,2,10,3
14003,鹿島,川崎F,13.3,86,19010,2012-03-17 14:04:00,2,38620,12,1,2,4
14004,浦和,柏,7.2,79,41069,2012-03-17 14:04:00,2,62010,5,1,6,4
14005,横浜FM,仙台,6.4,80,19488,2012-03-17 14:03:00,2,71624,8,1,2,3
14006,新潟,大宮,11.0,68,26294,2012-03-17 14:03:00,2,41684,28,1,2,4
14007,C大阪,G大阪,17.1,70,30764,2012-03-17 14:04:00,2,47853,16,1,1,4
14008,清水,広島,11.5,95,13231,2012-03-17 15:04:00,2,20248,39,1,2,4
14009,磐田,鳥栖,15.1,95,10653,2012-03-17 17:04:00,2,15165,17,1,2,3
14010,神戸,札幌,17.2,70,14036,2012-03-17 17:06:00,2,28425,29,1,3,3
14011,FC東京,名古屋,7.6,83,21757,2012-03-17 19:04:00,2,47851,2,1,6,5+
14012,仙台,大宮,8.9,57,11831,2012-03-24 13:03:00,3,19526,42,1,8,3
14013,広島,鹿島,10.6,60,14349,2012-03-24 13:04:00,3,36894,7,1,9,3
14014,川崎F,C大阪,10.3,77,14777,2012-03-24 14:04:00,3,26232,6,1,6,4
14015,神戸,FC東京,12.4,51,11839,2012-03-24 14:04:00,3,28425,29,1,0,3
14016,鳥栖,横浜FM,12.7,30,10611,2012-03-24 15:04:00,3,24130,48,1,0,3
14017,札幌,浦和,20.6,35,20192,2012-03-24 16:03:00,3,38794,35,1,3,3
14018,柏,清水,8.6,52,12209,2012-03-24 19:04:00,3,15349,27,1,0,4
14019,名古屋,新潟,6.4,58,10603,2012-03-25 16:03:00,3,20223,4,2,10,3
14020,G大阪,磐田,4.6,56,15072,2012-03-25 19:03:00,3,21000,0,2,1,3
14021,大宮,名古屋,18.0,73,7936,2012-03-31 13:03:00,4,15491,34,1,4,3
14022,FC東京,広島,16.3,82,16229,2012-03-31 14:04:00,4,47851,2,1,2,4
14023,浦和,川崎F,10.0,65,25743,2012-03-31 15:03:00,4,62010,5,1,2,4
14024,磐田,柏,12.8,62,9042,2012-03-31 15:04:00,4,15165,17,1,0,4
14026,新潟,G大阪,7.1,64,16836,2012-03-31 16:03:00,4,41684,28,1,2,3
14027,清水,札幌,10.9,47,14216,2012-03-31 18:34:00,4,20248,39,1,0,3
14028,横浜FM,鹿島,9.4,50,22126,2012-03-31 19:03:00,4,71624,8,1,4,3
14029,鳥栖,神戸,10.1,25,7719,2012-03-31 19:04:00,4,24130,48,1,0,4
14030,札幌,柏,20.8,32,14023,2012-04-07 14:05:00,5,38794,35,1,3,4
14031,仙台,磐田,6.1,53,13147,2012-04-07 14:03:00,5,19526,42,1,1,5+
14032,名古屋,鳥栖,9.6,26,13824,2012-04-07 14:03:00,5,43739,18,1,0,5+
14033,神戸,清水,12.0,28,12709,2012-04-07 14:04:00,5,28425,29,1,0,3
14034,新潟,横浜FM,3.4,63,15854,2012-04-07 15:04:00,5,41684,28,1,1,4
14035,大宮,C大阪,9.8,20,8180,2012-04-07 16:03:00,5,15491,34,1,1,3
14036,鹿島,浦和,9.3,31,23507,2012-04-07 17:04:00,5,38620,12,1,5,3
14037,広島,G大阪,3.4,76,12318,2012-04-07 19:04:00,5,36894,7,1,0,4
14038,川崎F,FC東京,12.9,35,20996,2012-04-08 16:03:00,5,26232,6,2,0,3
14039,柏,仙台,10.2,93,12318,2012-04-14 13:03:00,6,15349,27,1,2,3
14040,FC東京,鹿島,10.3,87,19279,2012-04-14 13:04:00,6,47851,2,1,2,3
14041,横浜FM,大宮,11.6,80,7101,2012-04-14 14:03:00,6,15442,36,1,2,3
14042,浦和,神戸,10.4,78,25894,2012-04-14 15:04:00,6,62010,5,1,2,4
14043,清水,磐田,14.0,76,16334,2012-04-14 16:04:00,6,20248,39,1,2,3
14044,名古屋,札幌,15.4,70,12896,2012-04-14 16:03:00,6,43739,18,1,3,3
14045,鳥栖,広島,15.5,54,9735,2012-04-14 18:34:00,6,24130,48,1,0,3
14046,G大阪,川崎F,11.8,43,17134,2012-04-14 19:04:00,6,21000,0,1,0,4
14047,C大阪,新潟,13.6,43,9154,2012-04-14 19:04:00,6,24481,44,1,0,3
14048,札幌,川崎F,22.3,36,11119,2012-04-21 14:04:00,7,38794,35,1,3,4
14049,磐田,横浜FM,19.9,53,11965,2012-04-21 14:03:00,7,15165,17,1,0,4
14050,神戸,柏,22.3,47,10859,2012-04-21 14:04:00,7,28425,29,1,0,4
14051,広島,名古屋,19.9,65,11123,2012-04-21 14:05:00,7,36894,7,1,1,4
14052,鹿島,C大阪,13.5,50,12110,2012-04-21 15:03:00,7,38620,12,1,9,3
14053,鳥栖,新潟,18.0,78,5432,2012-04-21 17:05:00,7,17000,49,1,2,3
14054,大宮,浦和,12.1,58,12709,2012-04-21 18:33:00,7,15491,34,1,1,3
14055,仙台,FC東京,10.4,55,17192,2012-04-21 19:04:00,7,19526,42,1,0,4
14056,G大阪,清水,15.3,79,8548,2012-04-22 19:03:00,7,21000,0,2,1,3
14057,FC東京,清水,24.6,47,22405,2012-04-28 13:04:00,8,47851,2,1,0,4
14058,名古屋,浦和,27.5,34,18138,2012-04-28 13:03:00,8,20223,4,1,0,3
14059,柏,鳥栖,18.9,75,10351,2012-04-28 14:04:00,8,15349,27,1,0,3
14060,川崎F,広島,24.1,50,19895,2012-04-28 15:03:00,8,26232,6,1,0,3
14061,鹿島,G大阪,15.4,71,17583,2012-04-28 15:34:00,8,38620,12,1,0,4
14062,大宮,札幌,21.4,65,8435,2012-04-28 16:03:00,8,15491,34,1,0,3
14063,横浜FM,神戸,23.0,55,21054,2012-04-28 16:03:00,8,71624,8,1,0,3
14064,新潟,仙台,20.6,39,24637,2012-04-28 16:03:00,8,41684,28,1,0,3
14065,C大阪,磐田,19.0,74,12183,2012-04-28 19:04:00,8,24481,44,1,0,4
14066,札幌,C大阪,16.3,70,9596,2012-05-03 14:03:00,9,20861,38,1,1,3
14067,神戸,大宮,23.3,59,11672,2012-05-03 14:04:00,9,28425,29,1,3,4
14068,川崎F,磐田,18.5,88,15671,2012-05-03 15:03:00,9,26232,6,1,2,3
14069,広島,新潟,20.1,65,17826,2012-05-03 16:04:00,9,36894,7,1,1,5+
14070,鳥栖,仙台,20.0,60,18113,2012-05-03 16:04:00,9,24130,48,1,1,3
14071,浦和,横浜FM,19.1,90,44422,2012-05-03 19:05:00,9,62010,5,1,6,5+
14072,清水,鹿島,19.1,90,18393,2012-05-03 19:01:00,9,20248,39,1,1,4
14073,FC東京,柏,21.2,62,25813,2012-06-27 19:04:00,9,54224,23,2,0,3
14074,G大阪,名古屋,23.3,62,10840,2012-06-27 19:03:00,9,21000,0,2,1,3
14075,仙台,清水,16.9,68,18525,2012-05-06 13:04:00,10,19526,42,1,4,4
14076,横浜FM,札幌,27.9,47,24183,2012-05-06 13:03:00,10,71624,8,1,0,3
14077,C大阪,神戸,22.6,33,16446,2012-05-06 13:05:00,10,24481,44,1,0,4
14079,大宮,G大阪,18.3,54,11554,2012-05-06 17:03:00,10,15491,34,1,7,4
14080,磐田,浦和,16.6,73,22193,2012-05-06 16:05:00,10,50889,31,1,0,3
14081,名古屋,川崎F,19.0,48,20512,2012-05-06 17:03:00,10,43739,18,1,0,4
14082,鹿島,鳥栖,16.8,75,10626,2012-05-06 19:04:00,10,38620,12,1,1,3
14083,新潟,FC東京,13.4,68,21827,2012-05-06 19:04:00,10,41684,28,1,0,4
14084,札幌,FC東京,19.9,49,10816,2012-05-12 13:04:00,11,38794,35,1,3,4
14085,磐田,鹿島,21.9,31,13555,2012-05-12 14:03:00,11,15165,17,1,0,4
14086,鳥栖,大宮,26.1,29,7833,2012-05-12 14:04:00,11,24130,48,1,0,3
14087,川崎F,柏,18.8,27,16054,2012-05-12 15:03:00,11,26232,6,1,7,3
14088,広島,横浜FM,20.5,48,12073,2012-05-12 15:04:00,11,36894,7,1,0,3
14089,清水,C大阪,20.1,45,15891,2012-05-12 15:34:00,11,20248,39,1,0,5+
14090,浦和,新潟,17.8,26,31818,2012-05-12 16:04:00,11,62010,5,1,0,3
14091,神戸,名古屋,14.4,42,14825,2012-05-12 18:34:00,11,28425,29,1,0,3
14092,G大阪,仙台,12.1,54,15253,2012-05-12 19:04:00,11,21000,0,1,0,4
14093,横浜FM,G大阪,24.7,40,25241,2012-05-19 14:03:00,12,71624,8,1,0,3
14094,広島,神戸,22.3,53,12613,2012-05-19 14:04:00,12,36894,7,1,1,5+
14095,新潟,磐田,20.6,45,21920,2012-05-19 15:03:00,12,41684,28,1,0,4
14096,浦和,清水,24.4,36,35877,2012-05-19 15:34:00,12,62010,5,1,0,4
14097,大宮,川崎F,23.6,41,9304,2012-05-19 16:03:00,12,15491,34,1,0,4
14098,鹿島,札幌,21.6,50,13915,2012-05-19 17:04:00,12,38620,12,1,0,3
14099,仙台,名古屋,19.1,43,16317,2012-05-19 18:33:00,12,19526,42,1,0,3
14100,C大阪,柏,20.4,36,19643,2012-05-19 19:04:00,12,47853,16,1,1,4
14101,FC東京,鳥栖,22.7,35,25803,2012-05-20 15:04:00,12,47851,2,2,1,3
14102,名古屋,C大阪,19.4,66,16657,2012-05-25 19:33:00,13,43739,18,1,1,3
14103,G大阪,鳥栖,17.4,69,8218,2012-05-25 19:03:00,13,21000,0,1,1,3
14104,札幌,広島,16.3,61,6870,2012-05-26 14:04:00,13,20861,38,2,0,4
14105,川崎F,仙台,25.9,28,16058,2012-05-26 14:04:00,13,26232,6,2,0,3
14106,清水,横浜FM,23.4,57,16556,2012-05-26 14:04:00,13,20248,39,2,0,4
14107,磐田,大宮,21.4,56,10752,2012-05-26 16:03:00,13,15165,17,2,1,3
14108,神戸,鹿島,24.4,40,22766,2012-05-26 17:04:00,13,28425,29,2,1,3
14109,柏,新潟,20.4,39,12931,2012-05-26 18:34:00,13,15349,27,2,5,3
14110,FC東京,浦和,20.0,56,33836,2012-05-26 19:04:00,13,47851,2,2,1,5+
14111,仙台,札幌,19.1,90,13554,2012-06-16 13:33:00,14,19526,42,1,2,4
14112,鹿島,名古屋,21.3,92,15010,2012-06-16 18:34:00,14,38620,12,1,6,3
14113,大宮,柏,20.7,96,9025,2012-06-16 19:03:00,14,15491,34,1,4,4
14114,横浜FM,FC東京,21.9,84,23273,2012-06-16 19:04:00,14,71624,8,1,8,4
14115,新潟,清水,22.7,64,23797,2012-06-16 19:03:00,14,41684,28,1,4,3
14116,磐田,神戸,21.9,94,10612,2012-06-16 19:05:00,14,15165,17,1,2,3
14117,G大阪,浦和,24.3,93,14977,2012-06-16 19:03:00,14,21000,0,1,2,3
14118,C大阪,広島,24.2,94,11538,2012-06-16 19:04:00,14,24481,44,1,2,3
14119,鳥栖,川崎F,21.3,87,9603,2012-06-16 19:04:00,14,24130,48,1,2,3
14120,札幌,G大阪,22.3,59,14759,2012-06-23 14:03:00,15,38794,35,1,3,4
14121,FC東京,C大阪,22.8,72,22685,2012-06-23 18:04:00,15,47851,2,1,0,4
14122,清水,鳥栖,22.6,80,17696,2012-06-23 18:04:00,15,20248,39,1,1,3
14123,柏,鹿島,21.1,77,13987,2012-06-23 18:35:00,15,15349,27,1,15,3
14124,広島,大宮,21.7,85,15304,2012-06-23 18:35:00,15,36894,7,1,1,3
14125,浦和,仙台,22.3,71,39545,2012-06-23 19:04:00,15,62010,5,1,0,5+
14126,川崎F,横浜FM,22.9,70,20590,2012-06-23 19:04:00,15,26232,6,1,1,3
14127,名古屋,磐田,24.4,49,16862,2012-06-23 19:03:00,15,20223,4,1,1,4
14128,神戸,新潟,24.3,60,16727,2012-06-23 19:04:00,15,28425,29,1,1,3
14129,横浜FM,名古屋,24.7,63,26133,2012-06-30 18:03:00,16,71624,8,1,0,3
14130,仙台,広島,20.4,62,18722,2012-06-30 18:34:00,16,19526,42,1,0,3
14131,大宮,清水,22.9,71,12147,2012-06-30 19:03:00,16,15491,34,1,0,4
14132,川崎F,神戸,23.8,63,18056,2012-06-30 19:04:00,16,26232,6,1,0,3
14133,新潟,鹿島,25.7,59,35506,2012-06-30 19:03:00,16,41684,28,1,0,3
14134,磐田,FC東京,23.6,85,13923,2012-06-30 19:03:00,16,15165,17,1,0,3
14135,G大阪,柏,24.5,87,14006,2012-06-30 19:04:00,16,21000,0,1,2,3
14136,C大阪,浦和,24.3,91,36723,2012-06-30 19:03:00,16,47853,16,1,2,5+
14137,鳥栖,札幌,26.1,89,10345,2012-06-30 19:03:00,16,24130,48,1,2,3
14138,札幌,新潟,25.7,57,7673,2012-07-07 14:03:00,17,20861,38,1,0,3
14139,浦和,鳥栖,22.1,86,30047,2012-07-07 18:03:00,17,62010,5,1,2,4
14140,清水,川崎F,26.3,78,14133,2012-07-07 18:04:00,17,20248,39,1,0,3
14141,鹿島,大宮,19.5,93,12787,2012-07-07 18:34:00,17,38620,12,1,2,3
14142,FC東京,G大阪,20.8,94,24633,2012-07-07 18:35:00,17,47851,2,1,4,3
14143,柏,名古屋,21.2,93,25459,2012-07-07 19:04:00,17,54224,23,1,6,4
14144,横浜FM,C大阪,22.2,85,9751,2012-07-07 19:03:00,17,15442,36,1,2,3
14145,神戸,仙台,24.8,58,15062,2012-07-07 19:05:00,17,28425,29,1,0,3
14146,広島,磐田,21.5,82,12769,2012-07-07 19:05:00,17,36894,7,1,0,3
14147,清水,柏,27.0,80,14092,2012-07-14 18:03:00,18,20248,39,1,0,3
14148,大宮,神戸,29.9,68,9635,2012-07-14 19:03:00,18,15491,34,1,0,3
14149,新潟,浦和,24.9,82,33998,2012-07-14 19:03:00,18,41684,28,1,0,3
14150,磐田,札幌,26.9,87,11367,2012-07-14 19:05:00,18,15165,17,1,1,3
14151,名古屋,仙台,27.8,80,24397,2012-07-14 19:03:00,18,43739,18,1,1,3
14152,G大阪,横浜FM,27.9,77,14966,2012-07-14 19:03:00,18,21000,0,1,1,3
14153,C大阪,鹿島,28.7,75,26534,2012-07-14 19:04:00,18,47853,16,1,1,4
14154,広島,川崎F,23.6,96,11585,2012-07-14 19:04:00,18,36894,7,1,6,3
14155,鳥栖,FC東京,26.7,90,13891,2012-07-14 19:04:00,18,24130,48,1,1,3
14156,札幌,名古屋,27.4,59,8360,2012-07-28 16:04:00,19,20861,38,1,0,3
14157,浦和,磐田,31.3,62,28142,2012-07-28 18:03:00,19,62010,5,1,0,4
