id,temperature,humidity,attendance,match_datetime,section_encoded,venue_capacity,venue_encoded,round_encoded,weather_encoded,num_broadcasters,home_team_encoded,away_team_encoded,special_holiday,weekend
14054,12.1,58,12709,2012-04-21 18:33:00,7,15491,34,1,1,3,5,9,0,1
14055,10.4,55,17192,2012-04-21 19:04:00,7,19526,42,1,0,4,25,2,0,1
14056,15.3,79,8548,2012-04-22 19:03:00,7,21000,0,2,1,3,0,12,0,1
14057,24.6,47,22405,2012-04-28 13:04:00,8,47851,2,1,0,4,2,12,0,1
14058,27.5,34,18138,2012-04-28 13:03:00,8,20223,4,1,0,3,4,9,0,1
14059,18.9,75,10351,2012-04-28 14:04:00,8,15349,27,1,0,3,18,26,0,1
14060,24.1,50,19895,2012-04-28 15:03:00,8,26232,6,1,0,3,6,7,0,1
14061,15.4,71,17583,2012-04-28 15:34:00,8,38620,12,1,0,4,13,0,0,1
14062,21.4,65,8435,2012-04-28 16:03:00,8,15491,34,1,0,3,5,21,0,1
14063,23.0,55,21054,2012-04-28 16:03:00,8,71624,8,1,0,3,8,20,0,1
14064,20.6,39,24637,2012-04-28 16:03:00,8,41684,28,1,0,3,11,25,0,1
14065,19.0,74,12183,2012-04-28 19:04:00,8,24481,44,1,0,4,17,3,0,1
14066,16.3,70,9596,2012-05-03 14:03:00,9,20861,38,1,1,3,21,17,1,0
14067,23.3,59,11672,2012-05-03 14:04:00,9,28425,29,1,3,4,20,5,1,0
14068,18.5,88,15671,2012-05-03 15:03:00,9,26232,6,1,2,3,6,3,1,0
14069,20.1,65,17826,2012-05-03 16:04:00,9,36894,7,1,1,5+,7,11,1,0
14070,20.0,60,18113,2012-05-03 16:04:00,9,24130,48,1,1,3,26,25,1,0
14071,19.1,90,44422,2012-05-03 19:05:00,9,62010,5,1,6,5+,9,8,1,0
14072,19.1,90,18393,2012-05-03 19:01:00,9,20248,39,1,1,4,12,13,1,0
14073,21.2,62,25813,2012-06-27 19:04:00,9,54224,23,2,0,3,2,18,0,0
14074,23.3,62,10840,2012-06-27 19:03:00,9,21000,0,2,1,3,0,4,0,0
14075,16.9,68,18525,2012-05-06 13:04:00,10,19526,42,1,4,4,25,12,0,1
14076,27.9,47,24183,2012-05-06 13:03:00,10,71624,8,1,0,3,8,21,0,1
14077,22.6,33,16446,2012-05-06 13:05:00,10,24481,44,1,0,4,17,20,0,1
14079,18.3,54,11554,2012-05-06 17:03:00,10,15491,34,1,7,4,5,0,0,1
14080,16.6,73,22193,2012-05-06 16:05:00,10,50889,31,1,0,3,3,9,0,1
14081,19.0,48,20512,2012-05-06 17:03:00,10,43739,18,1,0,4,4,6,0,1
14082,16.8,75,10626,2012-05-06 19:04:00,10,38620,12,1,1,3,13,26,0,1
14083,13.4,68,21827,2012-05-06 19:04:00,10,41684,28,1,0,4,11,2,0,1
14084,19.9,49,10816,2012-05-12 13:04:00,11,38794,35,1,3,4,21,2,0,1
14085,21.9,31,13555,2012-05-12 14:03:00,11,15165,17,1,0,4,3,13,0,1
14086,26.1,29,7833,2012-05-12 14:04:00,11,24130,48,1,0,3,26,5,0,1
14087,18.8,27,16054,2012-05-12 15:03:00,11,26232,6,1,7,3,6,18,0,1
14088,20.5,48,12073,2012-05-12 15:04:00,11,36894,7,1,0,3,7,8,0,1
14089,20.1,45,15891,2012-05-12 15:34:00,11,20248,39,1,0,5+,12,17,0,1
14090,17.8,26,31818,2012-05-12 16:04:00,11,62010,5,1,0,3,9,11,0,1
14091,14.4,42,14825,2012-05-12 18:34:00,11,28425,29,1,0,3,20,4,0,1
14092,12.1,54,15253,2012-05-12 19:04:00,11,21000,0,1,0,4,0,25,0,1
14093,24.7,40,25241,2012-05-19 14:03:00,12,71624,8,1,0,3,8,0,0,1
14094,22.3,53,12613,2012-05-19 14:04:00,12,36894,7,1,1,5+,7,20,0,1
14095,20.6,45,21920,2012-05-19 15:03:00,12,41684,28,1,0,4,11,3,0,1
14096,24.4,36,35877,2012-05-19 15:34:00,12,62010,5,1,0,4,9,12,0,1
14097,23.6,41,9304,2012-05-19 16:03:00,12,15491,34,1,0,4,5,6,0,1
14098,21.6,50,13915,2012-05-19 17:04:00,12,38620,12,1,0,3,13,21,0,1
14099,19.1,43,16317,2012-05-19 18:33:00,12,19526,42,1,0,3,25,4,0,1
14100,20.4,36,19643,2012-05-19 19:04:00,12,47853,16,1,1,4,17,18,0,1
14101,22.7,35,25803,2012-05-20 15:04:00,12,47851,2,2,1,3,2,26,0,1
14102,19.4,66,16657,2012-05-25 19:33:00,13,43739,18,1,1,3,4,17,0,0
14103,17.4,69,8218,2012-05-25 19:03:00,13,21000,0,1,1,3,0,26,0,0
14104,16.3,61,6870,2012-05-26 14:04:00,13,20861,38,2,0,4,21,7,0,1
14105,25.9,28,16058,2012-05-26 14:04:00,13,26232,6,2,0,3,6,25,0,1
14106,23.4,57,16556,2012-05-26 14:04:00,13,20248,39,2,0,4,12,8,0,1
14107,21.4,56,10752,2012-05-26 16:03:00,13,15165,17,2,1,3,3,5,0,1
14108,24.4,40,22766,2012-05-26 17:04:00,13,28425,29,2,1,3,20,13,0,1
14109,20.4,39,12931,2012-05-26 18:34:00,13,15349,27,2,5,3,18,11,0,1
14110,20.0,56,33836,2012-05-26 19:04:00,13,47851,2,2,1,5+,2,9,0,1
14111,19.1,90,13554,2012-06-16 13:33:00,14,19526,42,1,2,4,25,21,0,1
14112,21.3,92,15010,2012-06-16 18:34:00,14,38620,12,1,6,3,13,4,0,1
14113,20.7,96,9025,2012-06-16 19:03:00,14,15491,34,1,4,4,5,18,0,1
14114,21.9,84,23273,2012-06-16 19:04:00,14,71624,8,1,8,4,8,2,0,1
14115,22.7,64,23797,2012-06-16 19:03:00,14,41684,28,1,4,3,11,12,0,1
14116,21.9,94,10612,2012-06-16 19:05:00,14,15165,17,1,2,3,3,20,0,1
14117,24.3,93,14977,2012-06-16 19:03:00,14,21000,0,1,2,3,0,9,0,1
14118,24.2,94,11538,2012-06-16 19:04:00,14,24481,44,1,2,3,17,7,0,1
14119,21.3,87,9603,2012-06-16 19:04:00,14,24130,48,1,2,3,26,6,0,1
14120,22.3,59,14759,2012-06-23 14:03:00,15,38794,35,1,3,4,21,0,0,1
14121,22.8,72,22685,2012-06-23 18:04:00,15,47851,2,1,0,4,2,17,0,1
14122,22.6,80,17696,2012-06-23 18:04:00,15,20248,39,1,1,3,12,26,0,1
14123,21.1,77,13987,2012-06-23 18:35:00,15,15349,27,1,15,3,18,13,0,1
14124,21.7,85,15304,2012-06-23 18:35:00,15,36894,7,1,1,3,7,5,0,1
14125,22.3,71,39545,2012-06-23 19:04:00,15,62010,5,1,0,5+,9,25,0,1
14126,22.9,70,20590,2012-06-23 19:04:00,15,26232,6,1,1,3,6,8,0,1
14127,24.4,49,16862,2012-06-23 19:03:00,15,20223,4,1,1,4,4,3,0,1
14128,24.3,60,16727,2012-06-23 19:04:00,15,28425,29,1,1,3,20,11,0,1
14129,24.7,63,26133,2012-06-30 18:03:00,16,71624,8,1,0,3,8,4,0,1
14130,20.4,62,18722,2012-06-30 18:34:00,16,19526,42,1,0,3,25,7,0,1
14131,22.9,71,12147,2012-06-30 19:03:00,16,15491,34,1,0,4,5,12,0,1
14132,23.8,63,18056,2012-06-30 19:04:00,16,26232,6,1,0,3,6,20,0,1
14133,25.7,59,35506,2012-06-30 19:03:00,16,41684,28,1,0,3,11,13,0,1
14134,23.6,85,13923,2012-06-30 19:03:00,16,15165,17,1,0,3,3,2,0,1
14135,24.5,87,14006,2012-06-30 19:04:00,16,21000,0,1,2,3,0,18,0,1
14136,24.3,91,36723,2012-06-30 19:03:00,16,47853,16,1,2,5+,17,9,0,1
14137,26.1,89,10345,2012-06-30 19:03:00,16,24130,48,1,2,3,26,21,0,1
14138,25.7,57,7673,2012-07-07 14:03:00,17,20861,38,1,0,3,21,11,0,1
14139,22.1,86,30047,2012-07-07 18:03:00,17,62010,5,1,2,4,9,26,0,1
14140,26.3,78,14133,2012-07-07 18:04:00,17,20248,39,1,0,3,12,6,0,1
14141,19.5,93,12787,2012-07-07 18:34:00,17,38620,12,1,2,3,13,5,0,1
14142,20.8,94,24633,2012-07-07 18:35:00,17,47851,2,1,4,3,2,0,0,1
14143,21.2,93,25459,2012-07-07 19:04:00,17,54224,23,1,6,4,18,4,0,1
14144,22.2,85,9751,2012-07-07 19:03:00,17,15442,36,1,2,3,8,17,0,1
14145,24.8,58,15062,2012-07-07 19:05:00,17,28425,29,1,0,3,20,25,0,1
14146,21.5,82,12769,2012-07-07 19:05:00,17,36894,7,1,0,3,7,3,0,1
14147,27.0,80,14092,2012-07-14 18:03:00,18,20248,39,1,0,3,12,18,0,1
14148,29.9,68,9635,2012-07-14 19:03:00,18,15491,34,1,0,3,5,20,0,1
14149,24.9,82,33998,2012-07-14 19:03:00,18,41684,28,1,0,3,11,9,0,1
14150,26.9,87,11367,2012-07-14 19:05:00,18,15165,17,1,1,3,3,21,0,1
14151,27.8,80,24397,2012-07-14 19:03:00,18,43739,18,1,1,3,4,25,0,1
14152,27.9,77,14966,2012-07-14 19:03:00,18,21000,0,1,1,3,0,8,0,1
14153,28.7,75,26534,2012-07-14 19:04:00,18,47853,16,1,1,4,17,13,0,1
14154,23.6,96,11585,2012-07-14 19:04:00,18,36894,7,1,6,3,7,6,0,1
14155,26.7,90,13891,2012-07-14 19:04:00,18,24130,48,1,1,3,26,2,0,1
14156,27.4,59,8360,2012-07-28 16:04:00,19,20861,38,1,0,3,21,4,0,1
14157,31.3,62,28142,2012-07-28 18:03:00,19,62010,5,1,0,4,9,3,0,1
14158,27.6,78,14611,2012-07-28 18:34:00,19,19526,42,1,0,3,25,26,0,1
14159,29.0,77,15496,2012-07-28 18:34:00,19,38620,12,1,1,3,13,7,0,1
14160,29.5,69,23430,2012-07-28 18:34:00,19,47851,2,1,0,4,2,11,0,1
14161,27.8,85,11844,2012-07-28 19:05:00,19,15349,27,1,0,3,18,17,0,1
14162,29.1,68,14716,2012-07-28 19:03:00,19,26232,6,1,0,3,6,5,0,1
14163,28.8,72,24187,2012-07-28 19:04:00,19,71624,8,1,0,3,8,12,0,1
14164,28.2,76,17471,2012-07-28 19:04:00,19,28425,29,1,0,3,20,0,0,1
14165,29.5,70,34267,2012-08-04 18:04:00,20,62010,5,1,1,3,9,2,0,1
14166,25.9,85,17935,2012-08-04 18:34:00,20,19526,42,1,1,3,25,8,0,1
14167,29.2,64,25050,2012-08-04 19:03:00,20,41684,28,1,0,3,11,18,0,1
14168,28.4,73,12972,2012-08-04 19:04:00,20,15165,17,1,0,3,3,6,0,1
14169,29.8,65,10034,2012-08-04 19:03:00,20,20223,4,1,0,3,4,20,0,1
14170,29.6,62,12964,2012-08-04 19:03:00,20,21000,0,1,0,3,0,5,0,1
14171,30.4,62,8226,2012-08-04 19:04:00,20,24481,44,1,0,3,17,21,0,1
14172,29.8,58,16448,2012-08-04 19:04:00,20,36894,7,1,0,3,7,12,0,1
14173,30.3,53,12844,2012-08-04 19:04:00,20,24130,48,1,0,3,26,13,0,1
14174,24.3,63,11945,2012-08-11 14:03:00,21,38794,35,1,3,3,21,25,0,1
14175,25.7,86,16877,2012-08-11 18:03:00,21,20248,39,1,1,3,12,4,0,1
14176,26.9,87,14649,2012-08-11 18:34:00,21,38620,12,1,1,3,13,3,0,1
14177,28.0,81,11057,2012-08-11 19:03:00,21,15491,34,1,2,4,5,7,0,1
14178,27.6,89,13478,2012-08-11 19:04:00,21,15349,27,1,1,3,18,2,0,1
14179,28.1,72,12509,2012-08-11 19:03:00,21,26232,6,1,1,3,6,26,0,1
14180,28.1,82,11992,2012-08-11 19:03:00,21,15442,36,1,1,3,8,11,0,1
14181,25.4,95,18578,2012-08-11 19:03:00,21,21000,0,1,2,3,0,17,0,1
14182,27.6,80,14161,2012-08-11 19:04:00,21,28425,29,1,0,3,20,9,0,1
14183,25.1,67,8117,2012-08-18 14:03:00,22,20861,38,1,0,3,21,20,0,1
14184,27.8,70,18342,2012-08-18 18:34:00,22,47851,2,1,0,4,2,5,0,1
14185,26.9,86,17715,2012-08-18 19:04:00,22,19526,42,1,1,3,25,18,0,1
14186,28.0,76,44131,2012-08-18 19:04:00,22,62010,5,1,1,5+,9,13,0,1
14187,28.3,74,33584,2012-08-18 19:03:00,22,71624,8,1,0,3,8,6,0,1
14188,29.3,72,32014,2012-08-18 19:03:00,22,41684,28,1,0,3,11,7,0,1
14189,25.1,89,10939,2012-08-18 19:04:00,22,15165,17,1,0,3,3,17,0,1
14190,26.1,89,30354,2012-08-18 19:04:00,22,43739,18,1,1,3,4,0,0,1
14191,27.0,71,11933,2012-08-18 19:05:00,22,24130,48,1,1,3,26,12,0,1
14192,26.8,77,23188,2012-08-25 18:04:00,23,50889,31,1,0,3,12,9,0,1
14193,28.4,74,12729,2012-08-25 18:34:00,23,38620,12,1,0,3,13,11,0,1
14194,29.3,67,11993,2012-08-25 19:03:00,23,15491,34,1,0,5+,5,25,0,1
14195,27.9,77,13248,2012-08-25 19:04:00,23,15349,27,1,0,3,18,3,0,1
14196,29.1,59,18915,2012-08-25 19:04:00,23,26232,6,1,7,4,6,4,0,1
14197,29.6,63,15056,2012-08-25 19:04:00,23,21000,0,1,0,3,0,21,0,1
14198,29.1,75,14336,2012-08-25 19:05:00,23,24481,44,1,0,3,17,8,0,1
14199,29.1,69,13471,2012-08-25 19:04:00,23,28425,29,1,0,3,20,26,0,1
14200,28.2,67,23656,2012-08-25 19:05:00,23,36894,7,1,0,3,7,2,0,1
14201,23.5,71,10783,2012-09-01 14:03:00,24,38794,35,1,3,3,21,12,0,1
14202,27.5,64,39814,2012-09-01 18:03:00,24,62010,5,1,0,3,9,5,0,1
14203,25.0,86,26950,2012-09-01 18:34:00,24,47851,2,1,1,4,2,8,0,1
14204,26.4,79,17159,2012-09-01 19:04:00,24,19526,42,1,11,3,25,6,0,1
14205,26.3,84,13798,2012-09-01 19:04:00,24,38620,12,1,14,4,13,20,0,1
14206,28.9,51,24601,2012-09-01 19:03:00,24,41684,28,1,0,3,11,17,0,1
14207,26.8,77,11115,2012-09-01 19:03:00,24,15165,17,1,0,4,3,7,0,1
14208,26.9,73,14193,2012-09-01 19:03:00,24,20223,4,1,0,4,4,18,0,1
14209,25.4,63,19729,2012-09-01 19:04:00,24,24130,48,1,0,3,26,0,0,1
14210,27.8,62,10012,2012-09-15 18:33:00,25,15392,22,1,0,3,5,26,0,1
14211,26.3,84,10445,2012-09-15 19:04:00,25,15349,27,1,0,3,18,21,0,1
14212,27.6,71,18088,2012-09-15 19:03:00,25,26232,6,1,0,3,6,13,0,1
14213,27.4,73,34954,2012-09-15 19:03:00,25,71624,8,1,0,3,8,9,0,1
14214,27.2,76,13714,2012-09-15 19:04:00,25,20248,39,1,0,4,12,2,0,1
14215,24.0,87,17381,2012-09-15 19:03:00,25,21000,0,1,11,5+,0,11,0,1
14217,25.8,59,13091,2012-09-15 19:04:00,25,35910,32,1,1,3,20,3,0,1
14218,24.0,89,25352,2012-09-15 19:04:00,25,36894,7,1,6,3,7,25,0,1
14219,21.2,78,7474,2012-09-22 14:02:00,26,20861,38,1,12,3,21,5,1,1
14220,23.3,67,15509,2012-09-22 15:34:00,26,19526,42,1,0,4,25,20,1,1
14221,25.5,73,16845,2012-09-22 14:03:00,26,38620,12,1,0,4,13,8,1,1
14222,25.9,69,11118,2012-09-22 16:04:00,26,15165,17,1,5,3,3,11,1,1
14223,26.3,55,15302,2012-09-22 18:04:00,26,24481,44,1,1,3,17,12,1,1
14224,24.3,69,46046,2012-09-22 16:04:00,26,62010,5,1,5,3,9,0,1,1
14225,23.7,76,34822,2012-09-22 19:04:00,26,47851,2,1,1,3,2,6,1,1
14226,25.2,64,15870,2012-09-22 19:04:00,26,20223,4,1,1,4,4,7,1,1
14227,18.8,71,12651,2012-09-22 19:04:00,26,24130,48,1,2,3,26,18,1,1
14228,27.8,65,11316,2012-09-29 16:03:00,27,15491,34,1,1,3,5,8,0,1
14229,25.3,74,26106,2012-09-29 19:04:00,27,54224,23,1,1,4,18,9,0,1
14230,28.1,55,22165,2012-09-29 14:05:00,27,47851,2,1,0,4,2,3,0,1
14231,25.4,64,20909,2012-09-29 19:04:00,27,26232,6,1,0,3,6,21,0,1
14232,25.9,58,22079,2012-09-29 14:03:00,27,41684,28,1,0,3,11,4,0,1
14233,28.2,69,12131,2012-09-29 13:04:00,27,20248,39,1,0,4,12,25,0,1
14234,23.8,78,14163,2012-09-29 16:03:00,27,21000,0,1,13,3,0,13,0,1
14235,25.1,66,12868,2012-09-29 14:03:00,27,28425,29,1,4,4,20,17,0,1
14236,22.5,67,15463,2012-09-29 13:33:00,27,36894,7,1,1,4,7,26,0,1
14237,22.6,80,30692,2012-10-06 19:04:00,28,62010,5,1,0,2,9,21,0,1
14238,27.0,56,36412,2012-10-06 14:04:00,28,71624,8,1,0,3,8,7,0,1
14239,23.0,54,23849,2012-10-06 15:04:00,28,41684,28,1,1,3,11,20,0,1
14240,24.9,56,28745,2012-10-06 15:34:00,28,50889,31,1,0,2,3,12,0,1
14241,26.7,38,10013,2012-10-06 13:04:00,28,24481,44,1,0,2,17,26,0,1
14242,20.4,74,18003,2012-10-06 19:04:00,28,19526,42,1,1,3,25,0,0,1
14243,24.6,83,15118,2012-10-06 15:03:00,28,38620,12,1,6,3,13,2,0,1
14244,25.1,71,10769,2012-10-06 15:03:00,28,15349,27,1,1,2,18,6,0,1
14245,26.5,41,8793,2012-10-06 15:03:00,28,20223,4,1,1,2,4,5,0,1
14246,13.8,77,7208,2012-10-20 16:03:00,29,20861,38,1,8,2,21,13,0,1
14247,19.3,52,17711,2012-10-20 13:04:00,29,19526,42,1,0,2,25,9,0,1
14248,21.3,51,11944,2012-10-20 15:03:00,29,15491,34,1,10,3,5,11,0,1
14249,20.8,50,18779,2012-10-20 15:03:00,29,26232,6,1,0,2,6,0,0,1
14250,21.5,50,21310,2012-10-20 14:03:00,29,71624,8,1,0,3,8,3,0,1
14251,22.0,56,14772,2012-10-20 15:04:00,29,20248,39,1,0,3,12,20,0,1
14252,20.2,52,14268,2012-10-20 18:04:00,29,24481,44,1,0,2,17,2,0,1
14253,15.6,86,24839,2012-10-20 19:05:00,29,36894,7,1,0,3,7,18,0,1
14254,24.1,37,11851,2012-10-20 15:04:00,29,17000,49,1,0,2,26,4,0,1
14255,17.9,54,14125,2012-10-27 17:04:00,30,38620,12,1,0,2,13,12,0,1
14256,20.1,45,32090,2012-10-27 14:03:00,30,62010,5,1,0,4,9,17,0,1
14257,18.8,36,23254,2012-10-27 17:03:00,30,41684,28,1,0,2,11,26,0,1
14258,21.8,44,10753,2012-10-27 14:04:00,30,15165,17,1,0,4,3,25,0,1
14259,21.5,48,16317,2012-10-27 19:04:00,30,28425,29,1,0,3,20,6,0,1
14260,18.8,52,12167,2012-10-27 14:04:00,30,15349,27,1,0,2,18,5,0,1
14261,17.0,54,20696,2012-10-27 17:04:00,30,47851,2,1,0,3,2,21,0,1
14262,21.4,53,22332,2012-10-27 14:03:00,30,43739,18,1,0,3,4,8,0,1
14263,25.8,43,17617,2012-10-27 14:03:00,30,21000,0,1,10,2,0,7,0,1
14264,12.8,57,17493,2012-11-07 19:04:00,31,19526,42,1,1,2,25,17,0,0
14265,16.3,43,12021,2012-11-07 19:03:00,31,15491,34,1,0,2,5,13,0,0
14266,16.7,44,17870,2012-11-07 19:03:00,31,26232,6,1,0,2,6,9,0,0
14267,15.3,41,8710,2012-11-07 19:00:00,31,20248,39,1,0,3,12,11,0,0
14268,15.9,37,8755,2012-11-07 19:03:00,31,28425,29,1,0,2,20,8,0,0
14269,11.1,73,13204,2012-11-07 19:04:00,31,36894,7,1,0,3,7,21,0,0
14270,13.8,59,8155,2012-11-07 19:04:00,31,17000,49,1,0,2,26,3,0,0
14271,12.9,77,10389,2012-11-07 19:03:00,31,15349,27,1,0,3,18,0,0,0
14272,13.8,59,7959,2012-11-07 19:03:00,31,20223,4,1,1,2,4,2,0,0
14273,20.3,39,10266,2012-11-17 17:03:00,32,38794,35,1,3,2,21,26,0,1
14274,17.3,73,15035,2012-11-17 14:04:00,32,38620,12,1,8,3,13,25,0,1
14275,13.6,68,41296,2012-11-17 14:06:00,32,62010,5,1,1,4,9,7,0,1
14276,10.1,76,17454,2012-11-17 17:04:00,32,47851,2,1,2,4,2,20,0,1
14277,17.7,80,22647,2012-11-17 14:03:00,32,71624,8,1,2,3,8,18,0,1
14278,11.4,63,25738,2012-11-17 14:03:00,32,41684,28,1,2,2,11,6,0,1
14279,17.7,95,12391,2012-11-17 17:04:00,32,20248,39,1,2,2,12,0,0,1
14280,18.1,98,8978,2012-11-17 14:05:00,32,15165,17,1,2,3,3,4,0,1
14281,16.4,72,9765,2012-11-17 17:03:00,32,24481,44,1,6,2,17,5,0,1
14282,21.9,33,19587,2012-11-24 17:34:00,33,38794,35,1,3,2,21,8,0,1
14283,7.1,40,18526,2012-11-24 14:34:00,33,19526,42,1,0,4,25,11,0,1
14284,10.0,58,12126,2012-11-24 17:33:00,33,15491,34,1,0,3,5,3,0,1
14285,8.2,72,12406,2012-11-24 17:33:00,33,15349,27,1,0,2,18,20,0,1
14286,10.2,51,19916,2012-11-24 17:33:00,33,26232,6,1,0,2,6,12,0,1
14287,14.5,28,23892,2012-11-24 14:33:00,33,43739,18,1,0,2,4,13,0,1
14288,13.3,46,19393,2012-11-24 14:33:00,33,21000,0,1,7,2,0,2,0,1
14289,10.3,80,32724,2012-11-24 14:36:00,33,36894,7,1,7,3,7,17,0,1
14290,13.1,47,22116,2012-11-24 14:35:00,33,24130,48,1,1,3,26,9,0,1
14291,6.7,57,19141,2012-12-01 15:35:00,34,38620,12,1,7,3,13,18,0,1
14292,5.6,71,51879,2012-12-01 15:34:00,34,62010,5,1,0,4,9,4,0,1
14293,5.6,65,30944,2012-12-01 15:34:00,34,47851,2,1,0,3,2,25,0,1
14294,7.3,61,26642,2012-12-01 15:33:00,34,71624,8,1,0,2,8,26,0,1
14295,5.3,52,28055,2012-12-01 15:33:00,34,41684,28,1,2,4,11,21,0,1
14296,11.3,31,14729,2012-12-01 15:34:00,34,20248,39,1,0,3,12,5,0,1
14297,10.8,46,14389,2012-12-01 15:34:00,34,15165,17,1,0,3,3,0,0,1
14298,8.9,48,18487,2012-12-01 15:34:00,34,47853,16,1,9,2,17,6,0,1
14299,10.3,40,22224,2012-12-01 15:34:00,34,28425,29,1,0,4,20,7,0,1
14837,12.3,23,24298,2013-03-02 14:04:00,1,71624,8,1,0,2,8,24,0,1
14838,7.2,39,21748,2013-03-02 14:04:00,1,43739,18,1,0,4,4,3,0,1
14839,6.6,43,15051,2013-03-02 14:05:00,1,47853,16,1,9,4,17,11,0,1
14840,5.2,73,27911,2013-03-02 14:06:00,1,36894,50,1,1,3,7,9,0,1
14841,13.6,27,12728,2013-03-02 14:04:00,1,24130,48,1,0,4,26,13,0,1
14842,8.3,12,11330,2013-03-02 16:03:00,1,15491,34,1,0,3,5,12,0,1
14843,6.0,51,17055,2013-03-02 19:04:00,1,40000,51,1,1,3,16,2,0,1
14844,9.9,27,13785,2013-03-03 13:04:00,1,15349,27,2,1,2,18,6,0,1
14845,9.6,36,28118,2013-03-09 13:04:00,2,41684,28,1,0,3,11,7,0,1
14846,21.1,33,19981,2013-03-09 14:05:00,2,38620,12,1,0,3,13,25,0,1
14847,22.1,22,26256,2013-03-09 14:04:00,2,47851,2,1,0,3,2,18,0,1
14848,25.3,12,12116,2013-03-09 14:05:00,2,17000,45,1,0,3,1,17,0,1
14849,22.6,28,16487,2013-03-09 14:03:00,2,19594,52,1,0,3,12,8,0,1
14850,21.4,24,21657,2013-03-09 15:04:00,2,54224,23,1,0,2,6,16,0,1
14851,21.7,22,10773,2013-03-09 15:03:00,2,15165,17,1,0,3,3,5,0,1
14852,21.6,24,52293,2013-03-09 16:05:00,2,62010,5,1,0,3,9,4,0,1
14853,18.4,30,11439,2013-03-09 19:04:00,2,15732,53,1,0,3,24,26,0,1
14854,14.9,32,13232,2013-03-16 14:04:00,3,19526,42,1,12,3,25,18,0,1
14855,17.5,25,19195,2013-03-16 14:03:00,3,71624,8,1,0,2,8,3,0,1
14856,19.0,35,8716,2013-03-16 14:04:00,3,24130,48,1,0,2,26,6,0,1
14857,16.2,31,16510,2013-03-16 14:05:00,3,40000,51,1,0,3,16,9,0,1
14858,20.8,20,10485,2013-03-16 15:03:00,3,15491,34,1,0,3,5,11,0,1
14859,13.8,36,13702,2013-03-16 15:04:00,3,47853,16,1,0,2,17,2,0,1
14860,15.9,42,9453,2013-03-16 16:04:00,3,15732,53,1,0,2,24,12,0,1
14861,14.6,12,11230,2013-03-16 19:04:00,3,17000,45,1,0,3,1,4,0,1
14862,14.9,47,16029,2013-03-17 13:06:00,3,36894,50,2,1,2,7,13,0,1
14863,15.1,55,13137,2013-03-30 13:04:00,4,19594,52,1,1,3,12,7,0,1
14864,16.1,26,13721,2013-03-30 13:04:00,4,47853,16,1,0,2,17,25,0,1
14865,15.8,67,8741,2013-03-30 14:04:00,4,15165,17,1,0,2,3,26,0,1
14866,9.6,64,11492,2013-03-30 15:03:00,4,15491,34,1,1,2,5,13,0,1
14867,8.6,67,9144,2013-03-30 15:04:00,4,15349,27,1,1,2,18,16,0,1
14868,9.7,56,14108,2013-03-30 15:03:00,4,26232,6,1,1,2,6,1,0,1
14869,17.2,24,10706,2013-03-30 15:03:00,4,20223,4,1,10,3,4,24,0,1
14870,6.3,35,29095,2013-03-30 16:03:00,4,41684,28,1,0,2,11,9,0,1
14871,9.6,63,23698,2013-03-30 19:04:00,4,71624,8,1,1,3,8,2,0,1
14872,13.8,71,12883,2013-04-06 14:04:00,5,19526,42,1,1,2,25,11,0,1
14873,18.0,58,13859,2013-04-06 14:03:00,5,47851,2,1,4,3,2,5,0,1
14874,15.8,90,10554,2013-04-06 14:04:00,5,36894,50,1,2,2,7,8,0,1
14875,18.2,78,6707,2013-04-06 14:04:00,5,24130,48,1,2,3,26,12,0,1
14876,15.6,81,7913,2013-04-06 14:04:00,5,40000,51,1,3,2,16,1,0,1
14877,18.8,60,10837,2013-04-06 15:04:00,5,38620,12,1,4,2,13,17,0,1
14878,15.5,96,8180,2013-04-06 17:03:00,5,15349,27,1,2,2,18,4,0,1
14879,16.4,90,7347,2013-04-06 17:04:00,5,15732,53,1,2,2,24,6,0,1
14880,15.6,95,23295,2013-04-06 19:04:00,5,62010,5,1,2,4,9,3,0,1
14881,16.8,26,10569,2013-04-13 13:04:00,6,17000,45,1,0,3,1,18,0,1
14882,11.7,41,13655,2013-04-13 14:04:00,6,19526,42,1,0,2,25,2,0,1
14883,16.5,37,27204,2013-04-13 14:03:00,6,71624,8,1,0,2,8,6,0,1
14884,14.8,33,13159,2013-04-13 14:03:00,6,43739,18,1,0,3,4,11,0,1
14885,18.0,28,10571,2013-04-13 14:04:00,6,40000,51,1,0,3,16,13,0,1
14886,13.2,55,15113,2013-04-13 17:04:00,6,19594,52,1,0,2,12,3,0,1
14887,13.3,31,13384,2013-04-13 19:04:00,6,47853,16,1,0,3,17,5,0,1
14888,19.6,57,13164,2013-04-14 13:05:00,6,36894,50,2,1,3,7,26,0,1
14889,20.2,35,36477,2013-04-14 15:05:00,6,62010,5,2,1,3,9,24,0,1
14890,12.8,46,14739,2013-04-20 13:03:00,7,26232,6,1,4,2,6,25,0,1
14891,11.6,53,10252,2013-04-20 13:04:00,7,19594,52,1,1,3,12,17,0,1
14892,10.3,57,16804,2013-04-20 14:04:00,7,47851,2,1,4,3,2,4,0,1
14893,11.5,70,7287,2013-04-20 14:04:00,7,24130,48,1,2,2,26,18,0,1
14894,12.8,48,8377,2013-04-20 15:03:00,7,15165,17,1,1,3,3,7,0,1
