id,round,home_team,away_team,weather,temperature,humidity,broadcasters,attendance,match_datetime,section_encoded,venue_capacity,venue_encoded
14128,第1日,神戸,新潟,曇,24.3,60,スカパー/e2/スカパー光(TBSチャンネル),16727,2012-06-23 19:04:00,15,28425,29
14129,第1日,横浜FM,名古屋,晴,24.7,63,スカパー/e2/スカパー光,26133,2012-06-30 18:03:00,16,71624,8
14130,第1日,仙台,広島,晴,20.4,62,スカパー/e2/スカパー光,18722,2012-06-30 18:34:00,16,19526,42
14131,第1日,大宮,清水,晴,22.9,71,スカパー/e2/スカパー光/テレ玉,12147,2012-06-30 19:03:00,16,15491,34
14132,第1日,川崎F,神戸,晴,23.8,63,スカパー/e2/スカパー光(TBSチャンネル),18056,2012-06-30 19:04:00,16,26232,6
14133,第1日,新潟,鹿島,晴,25.7,59,スカパー/e2/スカパー光(スカイ・A sports+),35506,2012-06-30 19:03:00,16,41684,28
14134,第1日,磐田,FC東京,晴,23.6,85,スカパー/e2/スカパー光,13923,2012-06-30 19:03:00,16,15165,17
14135,第1日,G大阪,柏,雨,24.5,87,スカパー/e2/スカパー光,14006,2012-06-30 19:04:00,16,21000,0
14136,第1日,C大阪,浦和,雨,24.3,91,スカパー/e2/スカパー光/NHK BS1/テレビ大阪,36723,2012-06-30 19:03:00,16,47853,16
14137,第1日,鳥栖,札幌,雨,26.1,89,スカパー/e2/スカパー光(J SPORTS 4),10345,2012-06-30 19:03:00,16,24130,48
14138,第1日,札幌,新潟,晴,25.7,57,スカパー/e2/スカパー光(スカイ・A sports+),7673,2012-07-07 14:03:00,17,20861,38
14139,第1日,浦和,鳥栖,雨,22.1,86,スカパー/e2/スカパー光(J SPORTS 4)/テレ玉,30047,2012-07-07 18:03:00,17,62010,5
14140,第1日,清水,川崎F,晴,26.3,78,スカパー/e2/スカパー光,14133,2012-07-07 18:04:00,17,20248,39
14141,第1日,鹿島,大宮,雨,19.5,93,スカパー/e2/スカパー光,12787,2012-07-07 18:34:00,17,38620,12
14142,第1日,FC東京,G大阪,曇のち雨,20.8,94,スカパー/e2/スカパー光,24633,2012-07-07 18:35:00,17,47851,2
14143,第1日,柏,名古屋,雨のち曇,21.2,93,スカパー/e2/スカパー光/NHK BS1,25459,2012-07-07 19:04:00,17,54224,23
14144,第1日,横浜FM,C大阪,雨,22.2,85,スカパー/e2/スカパー光(TBSチャンネル),9751,2012-07-07 19:03:00,17,15442,36
14145,第1日,神戸,仙台,晴,24.8,58,スカパー/e2/スカパー光,15062,2012-07-07 19:05:00,17,28425,29
14146,第1日,広島,磐田,晴,21.5,82,スカパー/e2/スカパー光,12769,2012-07-07 19:05:00,17,36894,7
14147,第1日,清水,柏,晴,27.0,80,スカパー/e2/スカパー光(J SPORTS 4),14092,2012-07-14 18:03:00,18,20248,39
14148,第1日,大宮,神戸,晴,29.9,68,スカパー/e2/スカパー光(TBSチャンネル),9635,2012-07-14 19:03:00,18,15491,34
14149,第1日,新潟,浦和,晴,24.9,82,スカパー/e2/スカパー光,33998,2012-07-14 19:03:00,18,41684,28
14150,第1日,磐田,札幌,曇,26.9,87,スカパー/e2/スカパー光,11367,2012-07-14 19:05:00,18,15165,17
14151,第1日,名古屋,仙台,曇,27.8,80,スカパー/e2/スカパー光,24397,2012-07-14 19:03:00,18,43739,18
14152,第1日,G大阪,横浜FM,曇,27.9,77,スカパー/e2/スカパー光(J SPORTS 1),14966,2012-07-14 19:03:00,18,21000,0
14153,第1日,C大阪,鹿島,曇,28.7,75,スカパー/e2/スカパー光/NHK BS1,26534,2012-07-14 19:04:00,18,47853,16
14154,第1日,広島,川崎F,雨のち曇,23.6,96,スカパー/e2/スカパー光(スカイ・A sports+),11585,2012-07-14 19:04:00,18,36894,7
14155,第1日,鳥栖,FC東京,曇,26.7,90,スカパー/e2/スカパー光,13891,2012-07-14 19:04:00,18,24130,48
14156,第1日,札幌,名古屋,晴,27.4,59,スカパー/e2/スカパー光,8360,2012-07-28 16:04:00,19,20861,38
14157,第1日,浦和,磐田,晴,31.3,62,スカパー/e2/スカパー光/テレ玉,28142,2012-07-28 18:03:00,19,62010,5
14158,第1日,仙台,鳥栖,晴,27.6,78,スカパー/e2/スカパー光,14611,2012-07-28 18:34:00,19,19526,42
14159,第1日,鹿島,広島,曇,29.0,77,スカパー/e2/スカパー光,15496,2012-07-28 18:34:00,19,38620,12
14160,第1日,FC東京,新潟,晴,29.5,69,スカパー/e2/スカパー光(TBSチャンネル)/TOKYO MX,23430,2012-07-28 18:34:00,19,47851,2
14161,第1日,柏,C大阪,晴,27.8,85,スカパー/e2/スカパー光(スカイ・A sports+),11844,2012-07-28 19:05:00,19,15349,27
14162,第1日,川崎F,大宮,晴,29.1,68,スカパー/e2/スカパー光,14716,2012-07-28 19:03:00,19,26232,6
14163,第1日,横浜FM,清水,晴,28.8,72,スカパー/e2/スカパー光,24187,2012-07-28 19:04:00,19,71624,8
14164,第1日,神戸,G大阪,晴,28.2,76,スカパー/e2/スカパー光,17471,2012-07-28 19:04:00,19,28425,29
14165,第1日,浦和,FC東京,曇,29.5,70,スカパー/e2/スカパー光,34267,2012-08-04 18:04:00,20,62010,5
14166,第1日,仙台,横浜FM,曇,25.9,85,スカパー/e2/スカパー光,17935,2012-08-04 18:34:00,20,19526,42
14167,第1日,新潟,柏,晴,29.2,64,スカパー/e2/スカパー光(J SPORTS 1),25050,2012-08-04 19:03:00,20,41684,28
14168,第1日,磐田,川崎F,晴,28.4,73,スカパー/e2/スカパー光(スカイ・A sports+),12972,2012-08-04 19:04:00,20,15165,17
14169,第1日,名古屋,神戸,晴,29.8,65,スカパー/e2/スカパー光(J SPORTS 4),10034,2012-08-04 19:03:00,20,20223,4
14170,第1日,G大阪,大宮,晴,29.6,62,スカパー/e2/スカパー光(TBSチャンネル),12964,2012-08-04 19:03:00,20,21000,0
14171,第1日,C大阪,札幌,晴,30.4,62,スカパー/e2/スカパー光,8226,2012-08-04 19:04:00,20,24481,44
14172,第1日,広島,清水,晴,29.8,58,スカパー/e2/スカパー光,16448,2012-08-04 19:04:00,20,36894,7
14173,第1日,鳥栖,鹿島,晴,30.3,53,スカパー/e2/スカパー光,12844,2012-08-04 19:04:00,20,24130,48
14174,第1日,札幌,仙台,屋内,24.3,63,スカパー/e2/スカパー光,11945,2012-08-11 14:03:00,21,38794,35
14175,第1日,清水,名古屋,曇,25.7,86,スカパー/e2/スカパー光(J SPORTS 4),16877,2012-08-11 18:03:00,21,20248,39
14176,第1日,鹿島,磐田,曇,26.9,87,スカパー/e2/スカパー光(スカイ・A sports+),14649,2012-08-11 18:34:00,21,38620,12
14177,第1日,大宮,広島,雨,28.0,81,スカパー/e2/スカパー光/テレ玉,11057,2012-08-11 19:03:00,21,15491,34
14178,第1日,柏,FC東京,曇,27.6,89,スカパー/e2/スカパー光,13478,2012-08-11 19:04:00,21,15349,27
14179,第1日,川崎F,鳥栖,曇,28.1,72,スカパー/e2/スカパー光,12509,2012-08-11 19:03:00,21,26232,6
14180,第1日,横浜FM,新潟,曇,28.1,82,スカパー/e2/スカパー光(TBSチャンネル),11992,2012-08-11 19:03:00,21,15442,36
14181,第1日,G大阪,C大阪,雨,25.4,95,スカパー/e2/スカパー光,18578,2012-08-11 19:03:00,21,21000,0
14182,第1日,神戸,浦和,晴,27.6,80,スカパー/e2/スカパー光(J SPORTS 1),14161,2012-08-11 19:04:00,21,28425,29
14183,第1日,札幌,神戸,晴,25.1,67,スカパー/e2/スカパー光,8117,2012-08-18 14:03:00,22,20861,38
14184,第1日,FC東京,大宮,晴,27.8,70,スカパー/e2/スカパー光(TBSチャンネル)/TOKYO MX,18342,2012-08-18 18:34:00,22,47851,2
14185,第1日,仙台,柏,曇,26.9,86,スカパー/e2/スカパー光(J SPORTS 1),17715,2012-08-18 19:04:00,22,19526,42
14186,第1日,浦和,鹿島,曇,28.0,76,スカパー/e2/スカパー光/NHK BS1/テレ玉,44131,2012-08-18 19:04:00,22,62010,5
14187,第1日,横浜FM,川崎F,晴,28.3,74,スカパー/e2/スカパー光,33584,2012-08-18 19:03:00,22,71624,8
14188,第1日,新潟,広島,晴,29.3,72,スカパー/e2/スカパー光,32014,2012-08-18 19:03:00,22,41684,28
14189,第1日,磐田,C大阪,晴,25.1,89,スカパー/e2/スカパー光,10939,2012-08-18 19:04:00,22,15165,17
14190,第1日,名古屋,G大阪,曇,26.1,89,スカパー/e2/スカパー光,30354,2012-08-18 19:04:00,22,43739,18
14191,第1日,鳥栖,清水,曇,27.0,71,スカパー/e2/スカパー光(スカイ・A sports+),11933,2012-08-18 19:05:00,22,24130,48
14192,第1日,清水,浦和,晴,26.8,77,スカパー/e2/スカパー光,23188,2012-08-25 18:04:00,23,50889,31
14193,第1日,鹿島,新潟,晴,28.4,74,スカパー/e2/スカパー光(スカイ・A sports+),12729,2012-08-25 18:34:00,23,38620,12
14194,第1日,大宮,仙台,晴,29.3,67,スカパー/e2/スカパー光(TBSチャンネル)/テレ玉/BS-TBS(録),11993,2012-08-25 19:03:00,23,15491,34
14195,第1日,柏,磐田,晴,27.9,77,スカパー/e2/スカパー光,13248,2012-08-25 19:04:00,23,15349,27
14196,第1日,川崎F,名古屋,曇のち晴,29.1,59,スカパー/e2/スカパー光/NHK BS1,18915,2012-08-25 19:04:00,23,26232,6
14197,第1日,G大阪,札幌,晴,29.6,63,スカパー/e2/スカパー光,15056,2012-08-25 19:04:00,23,21000,0
14198,第1日,C大阪,横浜FM,晴,29.1,75,スカパー/e2/スカパー光,14336,2012-08-25 19:05:00,23,24481,44
14199,第1日,神戸,鳥栖,晴,29.1,69,スカパー/e2/スカパー光,13471,2012-08-25 19:04:00,23,28425,29
14200,第1日,広島,FC東京,晴,28.2,67,スカパー/e2/スカパー光,23656,2012-08-25 19:05:00,23,36894,7
14201,第1日,札幌,清水,屋内,23.5,71,スカパー/e2/スカパー光(スカイ・A sports+),10783,2012-09-01 14:03:00,24,38794,35
14202,第1日,浦和,大宮,晴,27.5,64,スカパー/e2/スカパー光,39814,2012-09-01 18:03:00,24,62010,5
14203,第1日,FC東京,横浜FM,曇,25.0,86,スカパー/e2/スカパー光(J SPORTS 1)/TOKYO MX,26950,2012-09-01 18:34:00,24,47851,2
14204,第1日,仙台,川崎F,曇一時雨,26.4,79,スカパー/e2/スカパー光(J SPORTS 4),17159,2012-09-01 19:04:00,24,19526,42
14205,第1日,鹿島,神戸,晴一時雨,26.3,84,スカパー/e2/スカパー光/NHK BS1,13798,2012-09-01 19:04:00,24,38620,12
14206,第1日,新潟,C大阪,晴,28.9,51,スカパー/e2/スカパー光,24601,2012-09-01 19:03:00,24,41684,28
14207,第1日,磐田,広島,晴,26.8,77,スカパー/e2/スカパー光(TBSチャンネル)/BS-TBS,11115,2012-09-01 19:03:00,24,15165,17
14208,第1日,名古屋,柏,晴,26.9,73,スカパー/e2/スカパー光/中京テレビ(録),14193,2012-09-01 19:03:00,24,20223,4
14209,第1日,鳥栖,G大阪,晴,25.4,63,スカパー/e2/スカパー光,19729,2012-09-01 19:04:00,24,24130,48
14210,第1日,大宮,鳥栖,晴,27.8,62,スカパー/e2/スカパー光,10012,2012-09-15 18:33:00,25,15392,22
14211,第1日,柏,札幌,晴,26.3,84,スカパー/e2/スカパー光(スカイ・A sports+),10445,2012-09-15 19:04:00,25,15349,27
14212,第1日,川崎F,鹿島,晴,27.6,71,スカパー/e2/スカパー光(J SPORTS 4),18088,2012-09-15 19:03:00,25,26232,6
14213,第1日,横浜FM,浦和,晴,27.4,73,スカパー/e2/スカパー光,34954,2012-09-15 19:03:00,25,71624,8
14214,第1日,清水,FC東京,晴,27.2,76,スカパー/e2/スカパー光/NHK BS1,13714,2012-09-15 19:04:00,25,20248,39
14215,第1日,G大阪,新潟,曇一時雨,24.0,87,スカパー/e2/スカパー光(TBSチャンネル)/BS-TBS/毎日放送(録),17381,2012-09-15 19:03:00,25,21000,0
14216,第1日,C大阪,名古屋,曇一時雷雨のち曇,24.7,90,スカパー/e2/スカパー光,24544,2012-09-15 19:15:00,25,47853,16
14217,第1日,神戸,磐田,曇,25.8,59,スカパー/e2/スカパー光,13091,2012-09-15 19:04:00,25,35910,32
14218,第1日,広島,仙台,雨のち曇,24.0,89,スカパー/e2/スカパー光,25352,2012-09-15 19:04:00,25,36894,7
14219,第1日,札幌,大宮,晴のち雨,21.2,78,スカパー/e2/スカパー光(スカイ・A sports+),7474,2012-09-22 14:02:00,26,20861,38
14220,第1日,仙台,神戸,晴,23.3,67,スカパー/e2/スカパー光/NHK BS1,15509,2012-09-22 15:34:00,26,19526,42
14221,第1日,鹿島,横浜FM,晴,25.5,73,スカパー/e2/スカパー光(TBSチャンネル)/BS-TBS,16845,2012-09-22 14:03:00,26,38620,12
14222,第1日,磐田,新潟,晴のち曇,25.9,69,スカパー/e2/スカパー光(J SPORTS 1),11118,2012-09-22 16:04:00,26,15165,17
14223,第1日,C大阪,清水,曇,26.3,55,スカパー/e2/スカパー光,15302,2012-09-22 18:04:00,26,24481,44
14224,第1日,浦和,G大阪,晴のち曇,24.3,69,スカパー/e2/スカパー光,46046,2012-09-22 16:04:00,26,62010,5
14225,第1日,FC東京,川崎F,曇,23.7,76,スカパー/e2/スカパー光,34822,2012-09-22 19:04:00,26,47851,2
14226,第1日,名古屋,広島,曇,25.2,64,スカパー/e2/スカパー光/NHK BS1,15870,2012-09-22 19:04:00,26,20223,4
14227,第1日,鳥栖,柏,雨,18.8,71,スカパー/e2/スカパー光(J SPORTS 1),12651,2012-09-22 19:04:00,26,24130,48
14228,第1日,大宮,横浜FM,曇,27.8,65,スカパー/e2/スカパー光,11316,2012-09-29 16:03:00,27,15491,34
14229,第1日,柏,浦和,曇,25.3,74,スカパー/e2/スカパー光/NHK BS1,26106,2012-09-29 19:04:00,27,54224,23
14230,第1日,FC東京,磐田,晴,28.1,55,スカパー/e2/スカパー光(スカイ・A sports+)/NHK BS1,22165,2012-09-29 14:05:00,27,47851,2
14231,第1日,川崎F,札幌,晴,25.4,64,スカパー/e2/スカパー光,20909,2012-09-29 19:04:00,27,26232,6
14232,第1日,新潟,名古屋,晴,25.9,58,スカパー/e2/スカパー光(J SPORTS 4),22079,2012-09-29 14:03:00,27,41684,28
14233,第1日,清水,仙台,晴,28.2,69,スカパー/e2/スカパー光/テレビ静岡,12131,2012-09-29 13:04:00,27,20248,39
14234,第1日,G大阪,鹿島,雨時々曇,23.8,78,スカパー/e2/スカパー光,14163,2012-09-29 16:03:00,27,21000,0
14235,第1日,神戸,C大阪,曇のち雨,25.1,66,スカパー/e2/スカパー光(TBSチャンネル)/BS-TBS(録),12868,2012-09-29 14:03:00,27,28425,29
14236,第1日,広島,鳥栖,曇,22.5,67,スカパー/e2/スカパー光(J SPORTS 1)/中国放送,15463,2012-09-29 13:33:00,27,36894,7
14237,第1日,浦和,札幌,晴,22.6,80,スカパー!/スカパー!プレミアムサービス,30692,2012-10-06 19:04:00,28,62010,5
14238,第1日,横浜FM,広島,晴,27.0,56,スカパー!/スカパー!プレミアムサービス/NHK BS1,36412,2012-10-06 14:04:00,28,71624,8
14239,第1日,新潟,神戸,曇,23.0,54,スカパー!/スカパー!プレミアムサービス/NHK新潟,23849,2012-10-06 15:04:00,28,41684,28
14240,第1日,磐田,清水,晴,24.9,56,スカパー!/スカパー!プレミアムサービス,28745,2012-10-06 15:34:00,28,50889,31
14241,第1日,C大阪,鳥栖,晴,26.7,38,スカパー!/スカパー!プレミアムサービス,10013,2012-10-06 13:04:00,28,24481,44
14242,第1日,仙台,G大阪,曇,20.4,74,スカパー!/スカパー!プレミアムサービス/NHK BS1,18003,2012-10-06 19:04:00,28,19526,42
14243,第1日,鹿島,FC東京,雨のち曇,24.6,83,スカパー!/スカパー!プレミアムサービス/BS-TBS(録),15118,2012-10-06 15:03:00,28,38620,12
14244,第1日,柏,川崎F,曇,25.1,71,スカパー!/スカパー!プレミアムサービス,10769,2012-10-06 15:03:00,28,15349,27
14245,第1日,名古屋,大宮,曇,26.5,41,スカパー!/スカパー!プレミアムサービス,8793,2012-10-06 15:03:00,28,20223,4
14246,第1日,札幌,鹿島,曇時々雨,13.8,77,スカパー!/スカパー!プレミアムサービス,7208,2012-10-20 16:03:00,29,20861,38
14247,第1日,仙台,浦和,晴,19.3,52,スカパー!/スカパー!プレミアムサービス,17711,2012-10-20 13:04:00,29,19526,42
14248,第1日,大宮,新潟,晴時々曇,21.3,51,スカパー!/スカパー!プレミアムサービス/テレ玉,11944,2012-10-20 15:03:00,29,15491,34
14249,第1日,川崎F,G大阪,晴,20.8,50,スカパー!/スカパー!プレミアムサービス,18779,2012-10-20 15:03:00,29,26232,6
14250,第1日,横浜FM,磐田,晴,21.5,50,スカパー!/スカパー!プレミアムサービス/BS-TBS,21310,2012-10-20 14:03:00,29,71624,8
14251,第1日,清水,神戸,晴,22.0,56,スカパー!/スカパー!プレミアムサービス/静岡放送,14772,2012-10-20 15:04:00,29,20248,39
14252,第1日,C大阪,FC東京,晴,20.2,52,スカパー!/スカパー!プレミアムサービス,14268,2012-10-20 18:04:00,29,24481,44
14253,第1日,広島,柏,晴,15.6,86,スカパー!/スカパー!プレミアムサービス/NHK BS1,24839,2012-10-20 19:05:00,29,36894,7
14254,第1日,鳥栖,名古屋,晴,24.1,37,スカパー!/スカパー!プレミアムサービス,11851,2012-10-20 15:04:00,29,17000,49
14255,第1日,鹿島,清水,晴,17.9,54,スカパー!/スカパー!プレミアムサービス,14125,2012-10-27 17:04:00,30,38620,12
14256,第1日,浦和,C大阪,晴,20.1,45,スカパー!/スカパー!プレミアムサービス/BS-TBS/テレ玉,32090,2012-10-27 14:03:00,30,62010,5
14257,第1日,新潟,鳥栖,晴,18.8,36,スカパー!/スカパー!プレミアムサービス,23254,2012-10-27 17:03:00,30,41684,28
14258,第1日,磐田,仙台,晴,21.8,44,スカパー!/スカパー!プレミアムサービス/NHK総合/静岡放送,10753,2012-10-27 14:04:00,30,15165,17
14259,第1日,神戸,川崎F,晴,21.5,48,スカパー!/スカパー!プレミアムサービス/NHK BS1,16317,2012-10-27 19:04:00,30,28425,29
14260,第1日,柏,大宮,晴,18.8,52,スカパー!/スカパー!プレミアムサービス,12167,2012-10-27 14:04:00,30,15349,27
14261,第1日,FC東京,札幌,晴,17.0,54,スカパー!/スカパー!プレミアムサービス/TOKYO MX,20696,2012-10-27 17:04:00,30,47851,2
14262,第1日,名古屋,横浜FM,晴,21.4,53,スカパー!/スカパー!プレミアムサービス/NHK名古屋,22332,2012-10-27 14:03:00,30,43739,18
14263,第1日,G大阪,広島,晴時々曇,25.8,43,スカパー!/スカパー!プレミアムサービス,17617,2012-10-27 14:03:00,30,21000,0
14264,第1日,仙台,C大阪,曇,12.8,57,スカパー!/スカパー!プレミアムサービス,17493,2012-11-07 19:04:00,31,19526,42
14265,第1日,大宮,鹿島,晴,16.3,43,スカパー!/スカパー!プレミアムサービス,12021,2012-11-07 19:03:00,31,15491,34
14266,第1日,川崎F,浦和,晴,16.7,44,スカパー!/スカパー!プレミアムサービス,17870,2012-11-07 19:03:00,31,26232,6
14267,第1日,清水,新潟,晴,15.3,41,スカパー!/スカパー!プレミアムサービス/静岡放送,8710,2012-11-07 19:00:00,31,20248,39
14268,第1日,神戸,横浜FM,晴,15.9,37,スカパー!/スカパー!プレミアムサービス,8755,2012-11-07 19:03:00,31,28425,29
14269,第1日,広島,札幌,晴,11.1,73,スカパー!/スカパー!プレミアムサービス/NHK BS1,13204,2012-11-07 19:04:00,31,36894,7
14270,第1日,鳥栖,磐田,晴,13.8,59,スカパー!/スカパー!プレミアムサービス,8155,2012-11-07 19:04:00,31,17000,49
14271,第1日,柏,G大阪,晴,12.9,77,スカパー!/スカパー!プレミアムサービス/BS-TBS(録),10389,2012-11-07 19:03:00,31,15349,27
14272,第1日,名古屋,FC東京,曇,13.8,59,スカパー!/スカパー!プレミアムサービス,7959,2012-11-07 19:03:00,31,20223,4
14273,第1日,札幌,鳥栖,屋内,20.3,39,スカパー!/スカパー!プレミアムサービス,10266,2012-11-17 17:03:00,32,38794,35
14274,第1日,鹿島,仙台,曇時々雨,17.3,73,スカパー!/スカパー!プレミアムサービス/NHK BS1,15035,2012-11-17 14:04:00,32,38620,12
14275,第1日,浦和,広島,曇,13.6,68,スカパー!/スカパー!プレミアムサービス/NHK総合/テレ玉,41296,2012-11-17 14:06:00,32,62010,5
14276,第1日,FC東京,神戸,雨,10.1,76,スカパー!/スカパー!プレミアムサービス/NHK BS1(録)/TOKYO MX,17454,2012-11-17 17:04:00,32,47851,2
14277,第1日,横浜FM,柏,雨,17.7,80,スカパー!/スカパー!プレミアムサービス/BS-TBS,22647,2012-11-17 14:03:00,32,71624,8
14278,第1日,新潟,川崎F,雨,11.4,63,スカパー!/スカパー!プレミアムサービス,25738,2012-11-17 14:03:00,32,41684,28
14279,第1日,清水,G大阪,雨,17.7,95,スカパー!/スカパー!プレミアムサービス,12391,2012-11-17 17:04:00,32,20248,39
14280,第1日,磐田,名古屋,雨,18.1,98,スカパー!/スカパー!プレミアムサービス/NHK静岡,8978,2012-11-17 14:05:00,32,15165,17
14281,第1日,C大阪,大宮,雨のち曇,16.4,72,スカパー!/スカパー!プレミアムサービス,9765,2012-11-17 17:03:00,32,24481,44
14282,第1日,札幌,横浜FM,屋内,21.9,33,スカパー!/スカパー!プレミアムサービス,19587,2012-11-24 17:34:00,33,38794,35
14283,第1日,仙台,新潟,晴,7.1,40,スカパー!/スカパー!プレミアムサービス/BS-TBS/NHK BS1(録),18526,2012-11-24 14:34:00,33,19526,42
14284,第1日,大宮,磐田,晴,10.0,58,スカパー!/スカパー!プレミアムサービス/テレ玉,12126,2012-11-24 17:33:00,33,15491,34
14285,第1日,柏,神戸,晴,8.2,72,スカパー!/スカパー!プレミアムサービス,12406,2012-11-24 17:33:00,33,15349,27
14286,第1日,川崎F,清水,晴,10.2,51,スカパー!/スカパー!プレミアムサービス,19916,2012-11-24 17:33:00,33,26232,6
14287,第1日,名古屋,鹿島,晴,14.5,28,スカパー!/スカパー!プレミアムサービス,23892,2012-11-24 14:33:00,33,43739,18
14288,第1日,G大阪,FC東京,曇のち晴,13.3,46,スカパー!/スカパー!プレミアムサービス,19393,2012-11-24 14:33:00,33,21000,0
14289,第1日,広島,C大阪,曇のち晴,10.3,80,スカパー!/スカパー!プレミアムサービス/NHK総合,32724,2012-11-24 14:36:00,33,36894,7
14290,第1日,鳥栖,浦和,曇,13.1,47,スカパー!/スカパー!プレミアムサービス/NHK佐賀,22116,2012-11-24 14:35:00,33,24130,48
14291,第1日,鹿島,柏,曇のち晴,6.7,57,スカパー!/スカパー!プレミアムサービス/NHK水戸,19141,2012-12-01 15:35:00,34,38620,12
14292,第1日,浦和,名古屋,晴,5.6,71,スカパー!/スカパー!プレミアムサービス/BS-TBS/テレ玉,51879,2012-12-01 15:34:00,34,62010,5
14293,第1日,FC東京,仙台,晴,5.6,65,スカパー!/スカパー!プレミアムサービス/TOKYO MX,30944,2012-12-01 15:34:00,34,47851,2
14294,第1日,横浜FM,鳥栖,晴,7.3,61,スカパー!/スカパー!プレミアムサービス,26642,2012-12-01 15:33:00,34,71624,8
14295,第1日,新潟,札幌,雨,5.3,52,スカパー!/スカパー!プレミアムサービス/NHK BS1(録)/NHK新潟,28055,2012-12-01 15:33:00,34,41684,28
14296,第1日,清水,大宮,晴,11.3,31,スカパー!/スカパー!プレミアムサービス/テレビ静岡,14729,2012-12-01 15:34:00,34,20248,39
14297,第1日,磐田,G大阪,晴,10.8,46,スカパー!/スカパー!プレミアムサービス/NHK総合,14389,2012-12-01 15:34:00,34,15165,17
14298,第1日,C大阪,川崎F,曇時々晴,8.9,48,スカパー!/スカパー!プレミアムサービス,18487,2012-12-01 15:34:00,34,47853,16
14299,第1日,神戸,広島,晴,10.3,40,スカパー!/スカパー!プレミアムサービス/NHK BS1/NHK広島,22224,2012-12-01 15:34:00,34,28425,29
14836,第1日,仙台,甲府,晴時々雪,4.9,42,スカパー!/スカパー!プレミアムサービス/NHK仙台/NHK甲府,16353,2013-03-02 14:06:00,1,19526,42
14837,第1日,横浜FM,湘南,晴,12.3,23,スカパー!/スカパー!プレミアムサービス,24298,2013-03-02 14:04:00,1,71624,8
14838,第1日,名古屋,磐田,晴,7.2,39,スカパー!/スカパー!プレミアムサービス/NHK名古屋/NHK静岡,21748,2013-03-02 14:04:00,1,43739,18
14839,第1日,C大阪,新潟,曇時々晴,6.6,43,スカパー!/スカパー!プレミアムサービス/NHK大阪/NHK新潟,15051,2013-03-02 14:05:00,1,47853,16
14840,第1日,広島,浦和,曇,5.2,73,スカパー!/スカパー!プレミアムサービス/NHK総合,27911,2013-03-02 14:06:00,1,36894,50
14841,第1日,鳥栖,鹿島,晴,13.6,27,スカパー!/スカパー!プレミアムサービス/NHK佐賀/NHK水戸,12728,2013-03-02 14:04:00,1,24130,48
14842,第1日,大宮,清水,晴,8.3,12,スカパー!/スカパー!プレミアムサービス/テレ玉,11330,2013-03-02 16:03:00,1,15491,34
14843,第1日,大分,FC東京,曇,6.0,51,スカパー!/スカパー!プレミアムサービス/NHK BS1,17055,2013-03-02 19:04:00,1,40000,51
14844,第2日,柏,川崎F,曇,9.9,27,スカパー!/スカパー!プレミアムサービス,13785,2013-03-03 13:04:00,1,15349,27
14845,第1日,新潟,広島,晴,9.6,36,スカパー!/スカパー!プレミアムサービス/新潟総合テレビ,28118,2013-03-09 13:04:00,2,41684,28
14846,第1日,鹿島,仙台,晴,21.1,33,スカパー!/スカパー!プレミアムサービス/NHK BS1,19981,2013-03-09 14:05:00,2,38620,12
14847,第1日,FC東京,柏,晴,22.1,22,スカパー!/スカパー!プレミアムサービス/TOKYO MX,26256,2013-03-09 14:04:00,2,47851,2
14848,第1日,甲府,C大阪,晴,25.3,12,スカパー!/スカパー!プレミアムサービス/NHK甲府,12116,2013-03-09 14:05:00,2,17000,45
14849,第1日,清水,横浜FM,晴,22.6,28,スカパー!/スカパー!プレミアムサービス/NHK静岡,16487,2013-03-09 14:03:00,2,19594,52
14850,第1日,川崎F,大分,晴,21.4,24,スカパー!/スカパー!プレミアムサービス,21657,2013-03-09 15:04:00,2,54224,23
14851,第1日,磐田,大宮,晴,21.7,22,スカパー!/スカパー!プレミアムサービス/静岡放送,10773,2013-03-09 15:03:00,2,15165,17
14852,第1日,浦和,名古屋,晴,21.6,24,スカパー!/スカパー!プレミアムサービス/テレ玉(録),52293,2013-03-09 16:05:00,2,62010,5
14853,第1日,湘南,鳥栖,晴,18.4,30,スカパー!/スカパー!プレミアムサービス/NHK BS1,11439,2013-03-09 19:04:00,2,15732,53
14854,第1日,仙台,柏,晴のち雨,14.9,32,スカパー!/スカパー!プレミアムサービス/NHK総合,13232,2013-03-16 14:04:00,3,19526,42
14855,第1日,横浜FM,磐田,晴,17.5,25,スカパー!/スカパー!プレミアムサービス,19195,2013-03-16 14:03:00,3,71624,8
14856,第1日,鳥栖,川崎F,晴,19.0,35,スカパー!/スカパー!プレミアムサービス,8716,2013-03-16 14:04:00,3,24130,48
14857,第1日,大分,浦和,晴,16.2,31,スカパー!/スカパー!プレミアムサービス/テレビ大分,16510,2013-03-16 14:05:00,3,40000,51
14858,第1日,大宮,新潟,晴,20.8,20,スカパー!/スカパー!プレミアムサービス/テレ玉,10485,2013-03-16 15:03:00,3,15491,34
14859,第1日,C大阪,FC東京,晴,13.8,36,スカパー!/スカパー!プレミアムサービス,13702,2013-03-16 15:04:00,3,47853,16
14860,第1日,湘南,清水,晴,15.9,42,スカパー!/スカパー!プレミアムサービス,9453,2013-03-16 16:04:00,3,15732,53
14861,第1日,甲府,名古屋,晴,14.6,12,スカパー!/スカパー!プレミアムサービス/NHK BS1,11230,2013-03-16 19:04:00,3,17000,45
